raw_label,clean_label
Congenital condition.,Congenital condition
Infectious condition.,Infectious condition
Malignant condition.,Malignant condition
Traumatic condition.,Traumatic condition
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
The head appears discolored.,Discolored
The head appears enlarged.,Enlarged
The head appears detached.,Detached
The head appears asymmetrical.,Asymmetrical
The head appears detached.,Detached
The head appears shrunken.,Shrunken
The head appears shrunken.,Shrunken
The head appears transparent.,Transparent
The head appears absent.,Absent
The head is healthy.,Healthy
The head is symmetrical.,Symmetrical
The head is healthy.,Healthy
The head is undamaged.,Undamaged
The head is unaffected.,Unaffected
The head is healthy.,Healthy
The head is enlarged.,Enlarged
The head is unaffected.,Unaffected
The head is misshapen.,Misshapen
"No, the vacuole is absent.",Absent
"Yes, the vacuole is enlarged.",Enlarged
"Yes, the vacuole is enlarged.",Enlarged
"Yes, the vacuole is discolored.",Discolored
"Yes, the vacuole is discolored.",Discolored
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole shows signs of inflammation.",Inflammation
"No, the vacuole is irregularly shaped.",Irregularly shaped
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole shows signs of inflammation.",Inflammation
Malaria infection.,Malaria infection
Cholera.,Cholera
Typhoid fever.,Typhoid fever
Pneumonia.,Pneumonia
"No, this image displays an enlarged heart.","No, an enlarged heart"
"No, this image indicates the presence of a collapsed lung.","No, the presence of a collapsed lung"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"Yes, there is a tumor seen in the mediastinum on this image.","Yes, tumor seen in the mediastinum on this image"
"No, this image displays an enlarged heart.","No, an enlarged heart"
"Yes, there is pneumonia evident in the lower lobe of the right lung on this image.","Yes, there is pneumonia evident in the lower lobe of the right lung on this image"
"No, this image suggests the presence of emphysema.","No, this image suggests the presence of emphysema"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"No, this image shows advanced stages of lung cancer.","No, advanced stages of lung cancer"
"No, this image indicates the presence of a collapsed lung.","No, the presence of a collapsed lung"
Squamous Cell Carcinoma.,Squamous Cell Carcinoma
Actinic keratosis.,Actinic keratosis
Basal Cell Carcinoma.,Basal Cell Carcinoma
Basal Cell Carcinoma.,Basal Cell Carcinoma
Basal Cell Carcinoma.,Basal Cell Carcinoma
Actinic keratosis.,Actinic keratosis
Basal Cell Carcinoma.,Basal Cell Carcinoma
Eczema.,Eczema
Melanoma.,Melanoma
Psoriasis.,Psoriasis
Basal Cell Carcinoma.,Basal Cell Carcinoma
Basal Cell Carcinoma.,Basal Cell Carcinoma
Melanoma.,Melanoma
Actinic keratosis.,Actinic keratosis
Basal Cell Carcinoma.,Basal Cell Carcinoma
Melanoma.,Melanoma
Actinic Keratosis.,Actinic Keratosis
Actinic Keratosis.,Actinic Keratosis
Seborrheic Keratosis.,Seborrheic Keratosis
Seborrheic Keratosis.,Seborrheic Keratosis
Seborrheic Keratosis.,Seborrheic Keratosis
Seborrheic Keratosis.,Seborrheic Keratosis
Melanoma.,Melanoma
This image shows a severe abnormality in the fundus.,A severe abnormality in the fundus
"In this image, there are no apparent abnormalities. It represents a normal or fundus of high myopia.","In this image, no apparent abnormalities. It represents a normal or fundus of high myopia"
There is a clear indication of a retinal anomaly in this image.,Clear indication of a retinal anomaly in this image
The presence of multiple abnormalities is evident in this image.,Abnormalities present
The image shows a significant deviation from the normal fundus appearance.,A significant deviation from the normal fundus appearance
The abnormality in this image is consistent with diabetic retinopathy.,Diabetic retinopathy
"In this image, there are no apparent abnormalities. It represents a normal or fundus of high myopia.","In this image, no apparent abnormalities. It represents a normal or fundus of high myopia"
"In this image, there are no apparent abnormalities. It represents a normal or fundus of high myopia.","In this image, no apparent abnormalities. It represents a normal or fundus of high myopia"
"In this image, there are no apparent abnormalities. It represents a normal or fundus of high myopia.","In this image, no apparent abnormalities. It represents a normal or fundus of high myopia"
The abnormalities in this image are consistent with age-related macular degeneration.,Age-related macular degeneration
The abnormalities in this image are consistent with age-related macular degeneration.,Age-related macular degeneration
There is a conspicuous abnormality in the optic nerve head in this image.,Conspicuous abnormality in the optic nerve head in this image
This image displays a normal fundus with low myopia.,A normal fundus with low myopia
There is a conspicuous abnormality in the optic nerve head in this image.,Conspicuous abnormality in the optic nerve head in this image
This image shows a severe abnormality in the fundus.,A severe abnormality in the fundus
The presence of multiple abnormalities is evident in this image.,Abnormalities present
This image shows a severe abnormality in the fundus.,A severe abnormality in the fundus
The presence of multiple abnormalities is evident in this image.,Abnormalities present
The anomalies in this image indicate the presence of glaucoma.,Glaucoma
pathologic myopia.,Pathologic myopia
pathologic myopia.,Pathologic myopia
pathologic myopia.,Pathologic myopia
pathologic myopia.,Pathologic myopia
pathologic myopia.,Pathologic myopia
pathologic myopia.,Pathologic myopia
The diagnosis is pneumothorax.,Pneumothorax
The diagnosis is pulmonary embolism.,Pulmonary embolism
Tarsal tunnel syndrome.,Tarsal tunnel syndrome
Achilles tendon rupture.,Achilles tendon rupture
Plantar plate tear.,Plantar plate tear
Metatarsal stress fracture.,Metatarsal stress fracture
Plantar plate tear.,Plantar plate tear
Achilles tendon rupture.,Achilles tendon rupture
Sesamoiditis.,Sesamoiditis
Flat feet.,Flat feet
Gout flare-up.,Gout flare-up
Plantar plate tear.,Plantar plate tear
Plantar plate tear.,Plantar plate tear
Morton's neuroma.,Morton's neuroma
Plantar plate tear.,Plantar plate tear
Sever's disease.,Sever's disease
Bunion formation.,Bunion formation
Plantar plate tear.,Plantar plate tear
Acromioclavicular joint osteoarthritis (ACJ OA).,Acromioclavicular joint osteoarthritis (ACJ OA)
Acromioclavicular joint osteoarthritis (ACJ OA).,Acromioclavicular joint osteoarthritis (ACJ OA)
Acromioclavicular joint osteoarthritis (ACJ OA).,Acromioclavicular joint osteoarthritis (ACJ OA)
Acromioclavicular joint osteoarthritis (ACJ OA).,Acromioclavicular joint osteoarthritis (ACJ OA)
Acromioclavicular joint osteoarthritis (ACJ OA).,Acromioclavicular joint osteoarthritis (ACJ OA)
Acromioclavicular joint osteoarthritis (ACJ OA).,Acromioclavicular joint osteoarthritis (ACJ OA)
Chronic infarct.,Chronic infarct
Multiple sclerosis.,Multiple sclerosis
Hemorrhage.,Hemorrhage
Cerebral edema.,Cerebral edema
Encephalitis.,Encephalitis
Alzheimer's disease.,Alzheimer's disease
Brain tumor.,Brain tumor
Acute infarct.,Acute infarct
Ischemia.,Ischemia
Cerebral edema.,Cerebral edema
Encephalitis.,Encephalitis
Musculoskeletal abnormality.,Musculoskeletal abnormality
Arteriovenous anomaly.,Arteriovenous anomaly
Cardiovascular malformation.,Cardiovascular malformation
Cardiovascular malformation.,Cardiovascular malformation
Ascites.,Ascites
Shin splints.,Shin splints
Shin splints.,Shin splints
Rotator cuff tear.,Rotator cuff tear
Elbow joint inflammation.,Elbow joint inflammation
Elbow joint inflammation.,Elbow joint inflammation
Osteoarthritis of the knee.,Osteoarthritis of the knee
Achilles tendon rupture.,Achilles tendon rupture
Osteoarthritis of the knee.,Osteoarthritis of the knee
Plantar fasciitis.,Plantar fasciitis
Shin splints.,Shin splints
Plantar fasciitis.,Plantar fasciitis
Plantar fasciitis.,Plantar fasciitis
Tri flil.,Tri flil
Quad pilil.,Quad pilil
Tri flil.,Tri flil
Tri flil.,Tri flil
Hex kolol.,Hex kolol
Quad pilil.,Quad pilil
Thyroid dysfunction.,Thyroid dysfunction
Gallbladder infection.,Gallbladder infection
Lung cancer.,Lung cancer
Spinal misalignment.,Spinal misalignment
Tendonitis.,Tendonitis
Bone inflammation.,Bone inflammation
Ligament tear.,Ligament tear
Bursitis.,Bursitis
Bursitis.,Bursitis
Nerve compression.,Nerve compression
Spinal misalignment.,Spinal misalignment
Arthritis.,Arthritis
Ligament tear.,Ligament tear
Bursitis.,Bursitis
Bone inflammation.,Bone inflammation
Osteoporosis.,Osteoporosis
Joint swelling.,Joint swelling
Spinal misalignment.,Spinal misalignment
Arthritis.,Arthritis
Nerve compression.,Nerve compression
Tendonitis.,Tendonitis
Joint swelling.,Joint swelling
Nerve compression.,Nerve compression
Muscle strain.,Muscle strain
Muscle strain.,Muscle strain
Bone inflammation.,Bone inflammation
Bursitis.,Bursitis
Ligament tear.,Ligament tear
Bone inflammation.,Bone inflammation
Arthritis.,Arthritis
Bone inflammation.,Bone inflammation
Ligament tear.,Ligament tear
Cartilage degeneration.,Cartilage degeneration
Muscle strain.,Muscle strain
Bone inflammation.,Bone inflammation
Bone inflammation.,Bone inflammation
Tendonitis.,Tendonitis
Joint swelling.,Joint swelling
Joint swelling.,Joint swelling
Bone inflammation.,Bone inflammation
Spinal misalignment.,Spinal misalignment
Osteoporosis.,Osteoporosis
Ligament tear.,Ligament tear
Osteoporosis.,Osteoporosis
Cartilage degeneration.,Cartilage degeneration
Ligament tear.,Ligament tear
Ligament tear.,Ligament tear
Ligament tear.,Ligament tear
Nerve compression.,Nerve compression
Bone inflammation.,Bone inflammation
Osteoporosis.,Osteoporosis
Arthritis.,Arthritis
Bone inflammation.,Bone inflammation
Tendonitis.,Tendonitis
Ligament tear.,Ligament tear
Bone inflammation.,Bone inflammation
Cartilage degeneration.,Cartilage degeneration
Osteoporosis.,Osteoporosis
Tendonitis.,Tendonitis
Nerve compression.,Nerve compression
Bone inflammation.,Bone inflammation
Bursitis.,Bursitis
Bursitis.,Bursitis
Spinal misalignment.,Spinal misalignment
Muscle strain.,Muscle strain
Tendonitis.,Tendonitis
Bursitis.,Bursitis
Muscle strain.,Muscle strain
Osteoporosis.,Osteoporosis
Bone inflammation.,Bone inflammation
Bone inflammation.,Bone inflammation
Arthritis.,Arthritis
Arthritis.,Arthritis
Bone inflammation.,Bone inflammation
Bone inflammation.,Bone inflammation
Spinal misalignment.,Spinal misalignment
Tendonitis.,Tendonitis
Ligament tear.,Ligament tear
Spinal misalignment.,Spinal misalignment
Ligament tear.,Ligament tear
Tendonitis.,Tendonitis
Bone inflammation.,Bone inflammation
Bone inflammation.,Bone inflammation
Bone inflammation.,Bone inflammation
Nerve compression.,Nerve compression
Tendonitis.,Tendonitis
Joint swelling.,Joint swelling
Osteoporosis.,Osteoporosis
Bone inflammation.,Bone inflammation
Bursitis.,Bursitis
Joint swelling.,Joint swelling
Arthritis.,Arthritis
Bone inflammation.,Bone inflammation
Bursitis.,Bursitis
Bone inflammation.,Bone inflammation
Bursitis.,Bursitis
Ligament tear.,Ligament tear
Bursitis.,Bursitis
Arthritis.,Arthritis
Cartilage degeneration.,Cartilage degeneration
Ligament tear.,Ligament tear
Nerve compression.,Nerve compression
Bursitis.,Bursitis
Cartilage degeneration.,Cartilage degeneration
Bone inflammation.,Bone inflammation
Bone inflammation.,Bone inflammation
Cartilage degeneration.,Cartilage degeneration
Osteoporosis.,Osteoporosis
Nerve compression.,Nerve compression
Tendonitis.,Tendonitis
Muscle strain.,Muscle strain
Nerve compression.,Nerve compression
Arthritis.,Arthritis
Bursitis.,Bursitis
Muscle strain.,Muscle strain
Bone inflammation.,Bone inflammation
Tendonitis.,Tendonitis
Joint swelling.,Joint swelling
Bursitis.,Bursitis
Osteoporosis.,Osteoporosis
Bursitis.,Bursitis
Bone inflammation.,Bone inflammation
Bone inflammation.,Bone inflammation
Cartilage degeneration.,Cartilage degeneration
Bone inflammation.,Bone inflammation
Spinal misalignment.,Spinal misalignment
Nerve compression.,Nerve compression
Bursitis.,Bursitis
enlarged organ,Enlarged organ
enlarged organ,Enlarged organ
Tumor.,Tumor
Infection.,Infection
Bruise.,Bruise
Tumor.,Tumor
Dislocation.,Dislocation
Infection.,Infection
Bruise.,Bruise
Dislocation.,Dislocation
Dislocation.,Dislocation
Sprain.,Sprain
Infection.,Infection
Tumor.,Tumor
Bruise.,Bruise
Dislocation.,Dislocation
Sprain.,Sprain
Infection.,Infection
Dislocation.,Dislocation
Cyst.,Cyst
Cyst.,Cyst
Leukemia.,Leukemia
Leukemia.,Leukemia
Leukemia.,Leukemia
Leukemia.,Leukemia
Leukemia.,Leukemia
Pre-operation type of RadImageNet dataset.,Pre-operation type of RadImageNet dataset
Pre-treatment type of RadImageNet dataset.,Pre-treatment type of RadImageNet dataset
Non-surgical type of RadImageNet dataset.,Non-surgical type of RadImageNet dataset
Pre-operation type of RadImageNet dataset.,Pre-operation type of RadImageNet dataset
Therapeutic type of RadImageNet dataset.,Therapeutic type of RadImageNet dataset
Pre-operation type of RadImageNet dataset.,Pre-operation type of RadImageNet dataset
Pre-operation type of RadImageNet dataset.,Pre-operation type of RadImageNet dataset
Non-surgical type of RadImageNet dataset.,Non-surgical type of RadImageNet dataset
Pre-operation type of RadImageNet dataset.,Pre-operation type of RadImageNet dataset
Abnormalities are seen in multiple areas of the image.,Abnormalities present
The image indicates a potential abnormality that requires further investigation.,Possible abnormality
Abnormalities are seen in multiple areas of the image.,Abnormalities present
There is a significant abnormality present in this image.,Abnormality
The abnormality in this image is insignificant.,Slight abnormality
The image shows multiple abnormalities.,Abnormalities present
Abnormalities are seen in multiple areas of the image.,Abnormalities present
The image indicates a potential abnormality that requires further investigation.,Possible abnormality
The image shows multiple abnormalities.,Abnormalities present
The image shows multiple abnormalities.,Abnormalities present
Abnormalities are seen in multiple areas of the image.,Abnormalities present
"The image shows a possible abnormality, but further testing is required for confirmation.",Possible abnormality
The image shows multiple abnormalities.,Abnormalities present
The image shows multiple abnormalities.,Abnormalities present
The image indicates a potential abnormality that requires further investigation.,Possible abnormality
The image reveals a minor abnormality.,Slight abnormality
The image reveals a minor abnormality.,Slight abnormality
The image does not provide enough information to determine if there is an abnormality.,Can't tell abnormality
The abnormality in this image is insignificant.,Slight abnormality
Abnormalities are seen in multiple areas of the image.,Abnormalities present
"The image shows a possible abnormality, but further testing is required for confirmation.",Possible abnormality
The image indicates a potential abnormality that requires further investigation.,Possible abnormality
COVID-19 infection.,COVID-19 infection
Conjunctivitis positive.,Conjunctivitis positive
Glaucoma positive.,Glaucoma positive
Conjunctivitis positive.,Conjunctivitis positive
Conjunctivitis positive.,Conjunctivitis positive
Glaucoma positive.,Glaucoma positive
Glaucoma positive.,Glaucoma positive
Conjunctivitis positive.,Conjunctivitis positive
Glaucoma positive.,Glaucoma positive
Conjunctivitis positive.,Conjunctivitis positive
Glaucoma positive.,Glaucoma positive
Glaucoma positive.,Glaucoma positive
Glaucoma positive.,Glaucoma positive
Glaucoma positive.,Glaucoma positive
Glaucoma positive.,Glaucoma positive
Conjunctivitis positive.,Conjunctivitis positive
Conjunctivitis positive.,Conjunctivitis positive
Glaucoma positive.,Glaucoma positive
Glaucoma positive.,Glaucoma positive
Age-related Macular degeneration (AMD).,Age-related Macular degeneration (AMD)
Age-related Macular degeneration (AMD).,Age-related Macular degeneration (AMD)
Age-related Macular degeneration (AMD).,Age-related Macular degeneration (AMD)
The abnormality shown in this image is an enlarged organ.,An enlarged organ
The abnormality shown in this image is an infection.,An infection
The abnormality shown in this image is an enlarged organ.,An enlarged organ
The abnormality shown in this image is a blood clot.,A blood clot
The abnormality shown in this image is a tumor.,A tumor
The abnormality shown in this image is a fracture.,A fracture
The abnormality shown in this image is a tumor.,A tumor
The abnormality shown in this image is a fracture.,A fracture
The abnormality shown in this image is a cyst.,A cyst
The abnormality shown in this image is a tumor.,A tumor
The abnormality shown in this image is a hernia.,A hernia
The abnormality shown in this image is an infection.,An infection
The abnormality shown in this image is an enlarged organ.,An enlarged organ
The abnormality shown in this image is a hernia.,A hernia
The abnormality shown in this image is a fracture.,A fracture
The abnormality shown in this image is a tumor.,A tumor
The abnormality shown in this image is a fracture.,A fracture
The abnormality shown in this image is a congenital anomaly.,A congenital anomaly
The abnormality shown in this image is a congenital anomaly.,A congenital anomaly
The abnormality shown in this image is a blood clot.,A blood clot
The abnormality shown in this image is a hernia.,A hernia
The abnormality shown in this image is a cyst.,A cyst
The abnormality shown in this image is a cyst.,A cyst
The abnormality shown in this image is a cyst.,A cyst
The abnormality shown in this image is an inflammation.,An inflammation
The abnormality shown in this image is a blockage in the blood vessels.,A blockage in the blood vessels
The abnormality shown in this image is an inflammation.,An inflammation
The abnormality shown in this image is an inflammation.,An inflammation
The abnormality shown in this image is a hernia.,A hernia
The abnormality shown in this image is a cyst.,A cyst
The abnormality shown in this image is a hernia.,A hernia
The abnormality shown in this image is a blockage in the blood vessels.,A blockage in the blood vessels
The abnormality shown in this image is a congenital anomaly.,A congenital anomaly
The abnormality shown in this image is a cyst.,A cyst
The abnormality shown in this image is a blood clot.,A blood clot
Malignant prostate histopathology.,Malignant prostate histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Malignant lung histopathology.,Malignant lung histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Malignant lung histopathology.,Malignant lung histopathology
Malignant lung histopathology.,Malignant lung histopathology
Malignant colon histopathology.,Malignant colon histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Malignant lung histopathology.,Malignant lung histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Malignant lung histopathology.,Malignant lung histopathology
Malignant lung histopathology.,Malignant lung histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant lung histopathology.,Malignant lung histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Malignant lung histopathology.,Malignant lung histopathology
Inflammatory bowel histopathology.,Inflammatory bowel histopathology
Malignant colon histopathology.,Malignant colon histopathology
Malignant prostate histopathology.,Malignant prostate histopathology
Malignant lung histopathology.,Malignant lung histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Inflammatory bowel disease histopathology.,Inflammatory bowel disease histopathology
Metastatic liver histopathology.,Metastatic liver histopathology
Malignant breast histopathology.,Malignant breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Fibrocystic breast histopathology.,Fibrocystic breast histopathology
Breast hyperplasia without atypia histopathology.,Breast hyperplasia without atypia histopathology
Mammary Paget's disease histopathology.,Mammary Paget's disease histopathology
Invasive lobular carcinoma histopathology.,Invasive lobular carcinoma histopathology
Metastatic breast histopathology.,Metastatic breast histopathology
Metastatic breast histopathology.,Metastatic breast histopathology
Inflammatory breast histopathology.,Inflammatory breast histopathology
Fibrocystic breast histopathology.,Fibrocystic breast histopathology
Mammary Paget's disease histopathology.,Mammary Paget's disease histopathology
Breast hyperplasia without atypia histopathology.,Breast hyperplasia without atypia histopathology
Metastatic breast histopathology.,Metastatic breast histopathology
Inflammatory breast histopathology.,Inflammatory breast histopathology
Mammary Paget's disease histopathology.,Mammary Paget's disease histopathology
Mammary Paget's disease histopathology.,Mammary Paget's disease histopathology
Breast hyperplasia without atypia histopathology.,Breast hyperplasia without atypia histopathology
Breast hyperplasia with atypia histopathology.,Breast hyperplasia with atypia histopathology
Invasive lobular carcinoma histopathology.,Invasive lobular carcinoma histopathology
Mammary Paget's disease histopathology.,Mammary Paget's disease histopathology
Malignant breast histopathology.,Malignant breast histopathology
Breast hyperplasia with atypia histopathology.,Breast hyperplasia with atypia histopathology
Ductal carcinoma in situ histopathology.,Ductal carcinoma in situ histopathology
Metastatic breast histopathology.,Metastatic breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Breast hyperplasia with atypia histopathology.,Breast hyperplasia with atypia histopathology
Breast hyperplasia without atypia histopathology.,Breast hyperplasia without atypia histopathology
Invasive lobular carcinoma histopathology.,Invasive lobular carcinoma histopathology
Invasive lobular carcinoma histopathology.,Invasive lobular carcinoma histopathology
Ductal carcinoma in situ (DCIS).,Ductal carcinoma in situ (DCIS)
Ductal carcinoma in situ (DCIS).,Ductal carcinoma in situ (DCIS)
Breast abscess.,Breast abscess
Fibrocystic breast histopathology.,Fibrocystic breast histopathology
Malignant breast histopathology.,Malignant breast histopathology
Ductal carcinoma in situ (DCIS).,Ductal carcinoma in situ (DCIS)
